n_CF,n_CT,n_TC,n_BW,n_DC,n_SC,n_NC,n_paragraphs,paragraph_0p,paragraph_25p,paragraph_75p,paragraph_100p,filename
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@image-optimizer.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@laravel-activitylog.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@laravel-analytics.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@laravel-backup.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@laravel-fractal.xlsx
0,0,0,0,1,6,3,9,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,spatie@laravel-medialibrary.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@laravel-newsletter.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@laravel-permission.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@laravel-query-builder.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@laravel-responsecache.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@laravel-sitemap.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@laravel-translatable.xlsx
6,5,0,3,1,2,20,36,No categories identified.,CF - Contribution flow,No categories identified.,No categories identified.,splitrb@split.xlsx
3,1,3,13,8,12,27,66,No categories identified.,No categories identified.,BW - Build local workspace,No categories identified.,spockframework@spock.xlsx
2,1,1,0,2,4,32,41,No categories identified.,No categories identified.,No categories identified.,No categories identified.,spotify@backstage.xlsx
0,0,0,0,1,1,10,11,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,spotify@docker-gc.xlsx
1,0,0,0,1,1,10,12,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,spotify@docker-maven-plugin.xlsx
4,0,0,2,12,10,3,30,SC - Submit the changes,No categories identified.,DC - Deal with the code,SC - Submit the changes,spree@spree.xlsx
1,0,1,0,6,6,2,15,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,spring-cloud@spring-cloud-gateway.xlsx
1,0,1,0,6,6,2,15,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,spring-cloud@spring-cloud-netflix.xlsx
1,0,0,0,0,15,8,23,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,springfox@springfox.xlsx
1,0,0,1,4,15,13,33,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,spulec@moto.xlsx
6,0,2,21,7,39,43,117,No categories identified.,No categories identified.,No categories identified.,No categories identified.,spyder-ide@spyder.xlsx
0,0,2,0,2,8,10,21,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,sqlmapproject@sqlmap.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@android-times-square.xlsx
1,0,0,0,2,4,1,7,No categories identified.,DC - Deal with the code,DC - Deal with the code,SC - Submit the changes,square@dagger.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@flow.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@javapoet.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@moshi.xlsx
2,0,0,0,2,3,3,9,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,square@okhttp.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@otto.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@picasso.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@sqlbrite.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@tape.xlsx
1,0,0,0,1,1,1,3,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,square@workflow.xlsx
1,0,0,0,0,7,14,21,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,squidfunk@mkdocs-material.xlsx
1,0,0,0,2,2,1,5,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,squizlabs@PHP_CodeSniffer.xlsx
3,0,0,9,2,6,5,24,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,srdja@Collections-C.xlsx
2,0,0,3,1,9,5,19,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,sschmid@Entitas-CSharp.xlsx
2,0,0,0,7,12,11,31,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,sstalle@php7cc.xlsx
7,0,1,2,2,4,18,33,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,staltz@xstream.xlsx
0,0,0,0,0,7,3,9,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,stanfordnlp@CoreNLP.xlsx
5,0,0,0,0,1,6,11,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,stanfordnlp@stanza.xlsx
1,0,0,0,1,2,13,16,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,steemit@steem.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,stefanzweifel@laravel-stats.xlsx
2,0,0,4,13,33,36,87,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,stellar@stellar-core.xlsx
0,0,0,0,1,2,7,9,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,stephane@libmodbus.xlsx
2,0,0,0,4,5,14,24,No categories identified.,DC - Deal with the code,No categories identified.,SC - Submit the changes,stewartmcgown@uds.xlsx
2,0,1,0,0,6,3,11,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,stilliard@docker-pure-ftpd.xlsx
2,0,0,1,9,7,14,32,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,stlink-org@stlink.xlsx
0,0,0,0,4,24,20,47,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,stm32duino@Arduino_Core_STM32.xlsx
3,0,0,8,5,10,16,41,No categories identified.,CF - Contribution flow,No categories identified.,No categories identified.,stoplightio@prism.xlsx
11,0,0,40,17,59,73,199,No categories identified.,SC - Submit the changes,BW - Build local workspace,No categories identified.,storybookjs@storybook.xlsx
12,0,1,18,4,18,36,88,No categories identified.,BW - Build local workspace,No categories identified.,BW - Build local workspace,strapi@strapi.xlsx
0,0,0,7,1,2,21,30,No categories identified.,SC - Submit the changes,No categories identified.,BW - Build local workspace,streamaserver@streama.xlsx
2,0,0,6,3,11,8,29,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,streamich@react-use.xlsx
2,0,0,5,2,11,24,43,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,streamlink@streamlink.xlsx
0,0,0,0,0,0,4,3,No categories identified.,No categories identified.,No categories identified.,No categories identified.,streamlit@streamlit.xlsx
2,2,0,0,2,5,3,13,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,stride3d@stride.xlsx
2,0,1,2,1,5,19,29,No categories identified.,No categories identified.,No categories identified.,No categories identified.,strongloop@loopback-next.xlsx
3,0,1,9,11,17,34,74,No categories identified.,BW - Build local workspace,SC - Submit the changes,No categories identified.,stryker-mutator@stryker.xlsx
6,0,0,7,1,12,5,30,CF - Contribution flow,BW - Build local workspace,No categories identified.,CF - Contribution flow,stsrki@Blazorise.xlsx
2,0,0,7,0,10,11,29,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,styfle@packagephobia.xlsx
8,2,3,8,11,19,37,87,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,styled-components@styled-components.xlsx
4,0,1,14,7,7,14,46,No categories identified.,DC - Deal with the code,No categories identified.,TC - Talk to the community,styleguidist@react-styleguidist.xlsx
6,0,2,4,2,16,42,71,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,stylus@stylus.xlsx
0,1,1,1,3,11,19,35,BW - Build local workspace,No categories identified.,No categories identified.,DC - Deal with the code,subsurface@subsurface.xlsx
0,0,0,0,5,5,13,22,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,summerblue@phphub.xlsx
9,1,0,5,5,32,27,78,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,sveltejs@svelte.xlsx
4,0,0,3,29,16,15,66,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,swaywm@sway.xlsx
4,0,0,3,45,16,23,90,No categories identified.,SC - Submit the changes,No categories identified.,DC - Deal with the code,swaywm@wlroots.xlsx
7,0,0,1,4,11,20,42,No categories identified.,DC - Deal with the code,CF - Contribution flow,SC - Submit the changes,swoft-cloud@swoft.xlsx
0,0,0,0,2,2,8,11,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,symfony@symfony.xlsx
0,1,1,0,0,0,1,2,No categories identified.,CT - Choose a task,TC - Talk to the community,TC - Talk to the community,sympy@sympy.xlsx
2,0,0,4,0,10,14,29,No categories identified.,SC - Submit the changes,CF - Contribution flow,No categories identified.,syndbg@goenv.xlsx
4,1,0,0,5,29,37,75,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,syslog-ng@syslog-ng.xlsx
1,0,0,7,0,7,3,17,No categories identified.,BW - Build local workspace,SC - Submit the changes,No categories identified.,system-ui@theme-ui.xlsx
0,0,1,0,1,6,18,25,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,systemd@systemd.xlsx
0,0,0,0,26,15,85,125,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,syuilo@misskey.xlsx
1,0,0,0,2,9,10,21,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,szokodiakos@typegoose.xlsx
2,0,0,1,7,4,14,27,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,tModLoader@tModLoader.xlsx
5,0,1,1,0,11,37,54,No categories identified.,No categories identified.,No categories identified.,No categories identified.,taigaio@taiga-back.xlsx
4,0,1,5,1,41,8,59,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,tannerlinsley@react-query.xlsx
4,0,1,5,1,41,8,59,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,tannerlinsley@react-table.xlsx
2,0,0,0,0,2,4,7,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,taosdata@TDengine.xlsx
1,0,0,1,5,8,20,34,No categories identified.,SC - Submit the changes,No categories identified.,DC - Deal with the code,tastejs@todomvc.xlsx
8,0,0,3,5,11,24,50,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,tastyigniter@TastyIgniter.xlsx
1,0,0,0,4,7,34,45,No categories identified.,DC - Deal with the code,No categories identified.,DC - Deal with the code,tboox@tbox.xlsx
2,0,1,17,4,22,16,61,No categories identified.,BW - Build local workspace,CF - Contribution flow,SC - Submit the changes,teambit@bit.xlsx
0,0,0,0,0,6,12,17,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,teamcapybara@capybara.xlsx
0,0,0,2,2,7,5,15,No categories identified.,No categories identified.,BW - Build local workspace,No categories identified.,teampoltergeist@poltergeist.xlsx
0,0,0,0,0,6,7,12,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,teamserverless@k8s-on-raspbian.xlsx
0,0,0,0,0,4,6,9,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,tectonic-typesetting@tectonic.xlsx
0,0,0,1,0,0,13,13,No categories identified.,No categories identified.,No categories identified.,No categories identified.,tekezo@Karabiner.xlsx
4,0,0,4,7,25,21,60,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,telegramdesktop@tdesktop.xlsx
2,0,1,0,23,9,37,71,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,telerik@UI-For-UWP.xlsx
1,0,0,0,1,4,3,8,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,tensorflow@cleverhans.xlsx
0,0,0,0,2,5,3,9,No categories identified.,SC - Submit the changes,No categories identified.,DC - Deal with the code,tensorflow@minigo.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,tensorflow@nmt.xlsx
0,0,0,0,0,4,3,6,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,tensorflow@playground.xlsx
0,0,0,0,0,6,6,11,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,tensorflow@tensor2tensor.xlsx
2,0,0,0,0,8,2,11,No categories identified.,SC - Submit the changes,CF - Contribution flow,SC - Submit the changes,tensorflow@tensorboard.xlsx
